date,rail_lrt_ampang,rail_mrt_kajang,rail_lrt_kj,rail_monorail,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter_utara,rail_tebrau,rail_komuter
26/9/2024,204768,264865,285567,54153,160617,10162,4473,13361,8076,34757
27/9/2024,204716,265404,273673,57523,159167,11485,5256,17353,9363,36407
28/9/2024,137363,197090,158885,49231,100798,11466,6172,15807,8409,23748
29/9/2024,122237,167533,136454,46263,82959,11639,5830,16890,6825,22269
30/9/2024,199707,252337,265341,53943,154050,10581,4455,13337,8103,34155
1/10/2024,208157,269990,289395,55766,163760,8926,2586,11854,7952,34761
2/10/2024,210868,274854,288946,55536,165058,8949,2858,11505,8145,35562
3/10/2024,212972,272878,298050,57965,164869,10617,3932,15206,8672,36383
4/10/2024,214432,280817,287214,63921,164160,11911,4993,20597,9423,40793
5/10/2024,149540,218386,180639,54962,105431,11516,6154,17861,8256,27236
6/10/2024,140175,191472,155697,54620,91449,11807,4991,19955,6798,27368
7/10/2024,206418,261079,272631,58107,157584,10822,2673,13385,7954,35321
8/10/2024,211624,272310,288687,57264,165249,8974,2352,11780,7891,35635
9/10/2024,210946,274613,289876,55632,165053,9228,2569,11920,7759,35027
10/10/2024,209120,268785,289309,56378,163120,10414,4051,15930,7888,35995
11/10/2024,212082,275598,285020,60192,163687,11683,5145,19323,9401,40408
12/10/2024,143683,209715,171213,51401,104206,11514,6206,17882,8040,26953
13/10/2024,130716,180937,150112,50432,89448,12079,4572,19600,6964,27148
14/10/2024,204927,258361,274238,56347,158958,10474,2494,13885,8095,35225
15/10/2024,210346,267712,288521,55824,165769,8529,2385,11819,8057,33057
16/10/2024,213317,277067,298753,57187,168688,8069,2445,11888,7959,34836
17/10/2024,209294,269931,293310,57334,164954,9769,4149,15732,7703,36142
18/10/2024,210764,273844,284900,59984,163925,11685,4908,19796,9184,40012
19/10/2024,136167,202476,163206,48903,101810,10762,6155,16540,7739,25024
20/10/2024,126704,174688,144502,46719,87326,11393,4208,18650,6481,23976
21/10/2024,204313,255332,271104,56305,158964,10180,2203,12993,7830,33908
22/10/2024,209169,266313,288022,56816,165355,7801,2595,11299,7516,33533
23/10/2024,209391,271867,291410,56379,165410,8546,2622,11665,7583,33765
24/10/2024,211567,267867,285948,57070,163539,10220,3730,15019,8204,34339
25/10/2024,216805,273577,278886,60275,162539,11815,5230,18979,8813,36794
26/10/2024,202770,212960,174377,53691,110785,11754,6035,15611,7828,25018
27/10/2024,134913,177035,145518,46984,87834,11543,4949,18037,6624,24796
28/10/2024,202283,253303,265115,55910,155535,11416,3111,15961,8115,34366
29/10/2024,209759,267775,282005,57846,160503,12413,4980,19563,8520,38326
30/10/2024,208718,281911,279543,60904,159959,13821,6489,23583,9319,41762
31/10/2024,136394,216786,168734,58974,103796,13205,7143,19117,7700,34286
1/11/2024,173509,247850,230842,60450,133489,12729,6917,17517,9600,32498
2/11/2024,135572,197666,155180,52147,95607,12960,7226,20014,8127,26696
3/11/2024,122312,166661,136212,45468,83358,13750,5952,27688,6784,34197
4/11/2024,201885,254330,264791,57726,156129,11722,2889,14429,8016,34114
5/11/2024,208504,267819,283946,56393,163591,10118,2302,12812,7664,34655
6/11/2024,211114,276394,289907,58384,165964,8966,2721,11627,7751,33141
7/11/2024,210981,273833,287998,59136,164542,10064,4783,14551,7814,34334
8/11/2024,217237,278511,283954,62249,165471,11491,4755,19269,9199,37061
9/11/2024,148826,218054,172061,56049,111008,11387,6493,18508,7917,25376
10/11/2024,132608,181151,145455,49581,90764,11556,4901,19947,6624,24627
11/11/2024,210460,269117,279646,59504,162692,10743,2401,13683,7627,34679
12/11/2024,211918,272899,290445,58746,167435,9509,2163,11861,7835,33208
13/11/2024,212083,276565,293691,57753,167640,9408,2430,12566,7782,34022
14/11/2024,211084,272181,288957,58757,166583,10946,4510,17625,8048,37508
15/11/2024,215283,276737,282571,60945,165667,12496,5489,21801,9257,40896
16/11/2024,141851,202542,164315,50028,102097,11816,6313,18004,7911,25873
17/11/2024,128644,176072,146476,47832,87375,11984,4699,18291,6966,23945
18/11/2024,209250,265571,279269,57658,165265,11050,2386,14232,8139,34327
19/11/2024,214740,277806,298090,59075,171409,9160,2206,11889,8233,33800
20/11/2024,215276,284812,300438,58457,173734,9694,2301,14541,8094,35905
21/11/2024,226664,279488,298928,60464,171580,10805,4226,15642,8211,35181
22/11/2024,219280,283888,296832,64312,170971,11934,4559,18739,8815,39810
23/11/2024,179338,213334,181410,55863,111500,11829,5352,16444,7789,26226
24/11/2024,133715,177940,154147,48432,89305,12241,4153,19052,6813,25845
25/11/2024,207317,264468,278506,59507,163458,11432,2951,14339,8259,35918
26/11/2024,211488,273502,292895,59580,169739,9873,2187,12292,8380,35248
27/11/2024,211400,278421,295633,58705,169976,10199,2493,11622,8508,35382
28/11/2024,212373,278307,295202,61035,169212,11176,2368,15123,8442,36383
29/11/2024,219553,287120,289005,64625,170716,12263,2150,18438,9351,39887
30/11/2024,164062,226312,180474,60964,114095,11792,3465,16772,8296,27800
1/12/2024,144193,193979,156978,56509,95410,11899,2329,16462,7102,25501
2/12/2024,205735,265053,276065,57998,162834,11296,1191,14850,8255,35063
3/12/2024,211026,277400,292450,57483,169951,9915,1203,12300,8401,34454
4/12/2024,213656,285312,294813,58217,173260,10025,1504,13868,8434,37918
5/12/2024,211076,277304,290093,58664,169520,11125,2923,15102,8579,34940
6/12/2024,216168,282563,287192,65202,168581,11994,3780,18415,9455,37045
7/12/2024,164251,224984,185877,60526,113409,11789,4656,17992,8320,26507
8/12/2024,140502,192997,157139,55712,95326,12097,3715,19450,7395,27402
9/12/2024,205708,265751,277074,60105,160024,11286,2793,14360,8500,35299
10/12/2024,213122,283400,297640,60475,171507,10525,2180,11924,8715,35071
11/12/2024,208507,285866,272453,69585,168117,10367,2227,13146,8814,33322
12/12/2024,208516,275923,289402,59843,166683,10790,3123,14327,8866,34310
13/12/2024,205706,272662,274310,59794,160631,11727,4069,17708,9514,35244
14/12/2024,157720,225510,175027,68682,108945,11490,3943,16348,8445,24253
15/12/2024,137366,189538,151379,53303,92397,11789,3768,16930,7287,22896
16/12/2024,199972,259401,269285,56766,157428,11295,3055,13898,9070,35090
17/12/2024,205046,271197,284270,57430,164201,10590,2432,11924,9046,33447
18/12/2024,208895,280446,289104,58953,168013,11224,2973,12379,9412,34263
19/12/2024,203466,252241,279528,57475,160087,12105,4550,17448,9689,35459
20/12/2024,230838,280934,280343,64359,170868,13573,5098,21144,9761,41385
21/12/2024,157688,223548,208087,59550,119601,12912,5573,18166,8863,28849
22/12/2024,148044,213969,193753,59626,109625,12782,5511,18799,8189,27031
23/12/2024,195769,270298,260918,67210,153223,12606,5474,19252,9172,36101
24/12/2024,199032,288439,270090,71627,158511,12653,5354,18387,9975,35414
25/12/2024,147069,254078,181419,71911,115985,12657,6367,17346,8769,26343
26/12/2024,181588,254901,241158,61988,142623,12637,6469,18618,9182,32935
27/12/2024,177554,243013,231765,58789,137641,12686,5883,18491,9865,33111
28/12/2024,138977,196324,157602,54792,96974,12772,6108,19693,8910,25074
29/12/2024,119588,165083,136026,48545,80816,13099,4935,20948,7616,25685
30/12/2024,179275,235543,233831,58341,138478,11551,2929,16248,9543,31477
31/12/2024,244890,367376,345814,91717,220980,11051,2825,14950,9670,34476
